Date,Price
24-Oct-11,76.2
25-Oct-11,76.12
26-Oct-11,76.18
27-Oct-11,75.98
28-Oct-11,75.82
31-Oct-11,78.32
1-Nov-11,78.31
2-Nov-11,78.15
3-Nov-11,78.06
4-Nov-11,78.24
7-Nov-11,78.08
8-Nov-11,77.71
9-Nov-11,77.77
10-Nov-11,77.66
11-Nov-11,77.14
14-Nov-11,77.1
15-Nov-11,77.09
16-Nov-11,77.07
17-Nov-11,76.97
18-Nov-11,76.9
21-Nov-11,76.94
22-Nov-11,76.98
23-Nov-11,77.28
24-Nov-11,77.18
25-Nov-11,77.73
28-Nov-11,78.09
29-Nov-11,77.97
30-Nov-11,77.6
1-Dec-11,77.77
2-Dec-11,77.99
5-Dec-11,77.81
6-Dec-11,77.75
7-Dec-11,77.68
8-Dec-11,77.68
9-Dec-11,77.61
12-Dec-11,77.96
13-Dec-11,77.97
14-Dec-11,78.12
15-Dec-11,77.85
16-Dec-11,77.77
19-Dec-11,78.02
20-Dec-11,77.86
21-Dec-11,78.08
22-Dec-11,78.17
23-Dec-11,78.08
26-Dec-11,78.01
27-Dec-11,77.88
28-Dec-11,77.95
29-Dec-11,77.67
30-Dec-11,76.89
2-Jan-12,76.95
3-Jan-12,76.74
4-Jan-12,76.72
5-Jan-12,77.17
6-Jan-12,76.96
9-Jan-12,76.88
10-Jan-12,76.86
11-Jan-12,76.87
12-Jan-12,76.79
13-Jan-12,76.96
16-Jan-12,76.83
17-Jan-12,76.82
18-Jan-12,76.79
19-Jan-12,77.08
20-Jan-12,77.02
23-Jan-12,77
24-Jan-12,77.68
25-Jan-12,77.78
26-Jan-12,77.47
27-Jan-12,76.69
30-Jan-12,76.38
31-Jan-12,76.27
1-Feb-12,76.2
2-Feb-12,76.19
3-Feb-12,76.61
6-Feb-12,76.57
7-Feb-12,76.77
8-Feb-12,77.07
9-Feb-12,77.66
10-Feb-12,77.61
13-Feb-12,77.52
14-Feb-12,78.41
15-Feb-12,78.5
16-Feb-12,78.83
17-Feb-12,79.56
20-Feb-12,79.62
21-Feb-12,79.85
22-Feb-12,80.27
23-Feb-12,79.95
24-Feb-12,81.2
27-Feb-12,80.47
28-Feb-12,80.48
29-Feb-12,81.29
1-Mar-12,81.09
2-Mar-12,81.8
5-Mar-12,81.53
6-Mar-12,80.64
7-Mar-12,81.36
8-Mar-12,81.6
9-Mar-12,82.48
12-Mar-12,82.38
13-Mar-12,82.96
14-Mar-12,83.83
15-Mar-12,83.5
16-Mar-12,83.44
19-Mar-12,83.38
20-Mar-12,83.67
21-Mar-12,83.2
22-Mar-12,82.53
23-Mar-12,82.35
26-Mar-12,83.02
27-Mar-12,83.07
28-Mar-12,82.85
29-Mar-12,82.29
30-Mar-12,82.87
2-Apr-12,81.64
3-Apr-12,82.85
4-Apr-12,82.44
5-Apr-12,82.21
6-Apr-12,81.64
9-Apr-12,81.64
10-Apr-12,80.68
11-Apr-12,81
12-Apr-12,80.94
13-Apr-12,80.92
16-Apr-12,80.41
17-Apr-12,81.06
18-Apr-12,81.32
19-Apr-12,81.63
20-Apr-12,81.52
23-Apr-12,81.09
24-Apr-12,81.4
25-Apr-12,81.32
26-Apr-12,81.07
27-Apr-12,80.27
30-Apr-12,79.94
1-May-12,80.23
2-May-12,80.14
3-May-12,80.23
4-May-12,79.85
7-May-12,79.91
8-May-12,79.88
9-May-12,79.64
10-May-12,79.92
11-May-12,79.96
14-May-12,79.9
15-May-12,80.19
16-May-12,80.31
17-May-12,79.35
18-May-12,79.03
21-May-12,79.31
22-May-12,79.98
23-May-12,79.47
24-May-12,79.57
25-May-12,79.68
28-May-12,79.47
29-May-12,79.52
30-May-12,79.09
31-May-12,78.36
1-Jun-12,78.02
4-Jun-12,78.34
5-Jun-12,78.77
6-Jun-12,79.23
7-Jun-12,79.64
8-Jun-12,79.49
11-Jun-12,79.42
12-Jun-12,79.54
13-Jun-12,79.41
14-Jun-12,79.39
15-Jun-12,78.72
18-Jun-12,79.12
19-Jun-12,78.94
20-Jun-12,79.52
